Id,SalePrice
1461,124151.41604703982
1462,189654.1207895311
1463,187820.78971319436
1464,197729.3139732192
1465,234956.6010969012
1466,154412.3389550727
1467,190552.0951592988
1468,151866.62403998655
1469,180094.3903383003
1470,114499.96269995325
1471,163019.1006099316
1472,81895.21503575672
1473,91202.07509025517
1474,144070.2793001647
1475,98585.90930642113
1476,368296.4455249313
1477,248934.93280532444
1478,246617.9044293606
1479,255880.22473836847
1480,492667.23174658685
1481,311004.980879364
1482,207186.97085107362
1483,190454.41149608287
1484,145437.1989924304
1485,187413.74902106912
1486,181010.5165262835
1487,299401.60371274734
1488,187695.70145188452
1489,192947.73151590562
1490,250799.21285466093
1491,186193.44390214275
1492,112177.5706795967
1493,140019.81973547302
1494,308580.7719456777
1495,278345.6157519088
1496,200989.36519863724
1497,202776.9402453025
1498,169949.53795683623
1499,138138.81333639508
1500,145943.76492965608
1501,179360.7835258594
1502,133901.97503054468
1503,280800.602659534
1504,228892.1759604765
1505,210741.21785545422
1506,202738.43822159426
1507,252848.06250368513
1508,176052.60871905964
1509,158131.14268224148
1510,145861.27485791143
1511,169529.2719280727
1512,181118.2085349304
1513,152879.418202275
1514,180131.302240346
1515,227807.27004658143
1516,145957.29943939365
1517,168586.040307541
1518,127100.54224572603
1519,174706.23760872445
1520,121172.89854712573
1521,139627.60177672195
1522,198831.76076660326
1523,110436.13478312179
1524,133930.31231829966
1525,117917.38704258614
1526,101206.39007805887
1527,109363.23580227187
1528,120340.06077255047
1529,172948.8635767978
1530,165317.58003357827
1531,108186.58799938216
1532,88757.73865918852
1533,150261.88603125184
1534,106518.96007546059
1535,144684.02754290702
1536,112426.97971147118
1537,55410.49951857186
1538,148048.3862607785
1539,194006.2579888486
1540,87831.36180209134
1541,141267.15804949382
1542,128881.81412915417
1543,183619.54300743423
1544,79854.45480840043
1545,94075.91550700061
1546,124447.44642250302
1547,126443.88353202998
1548,131986.14350185273
1549,99919.79162457868
1550,123725.17510252738
1551,100468.4652155696
1552,139343.95238349418
1553,127199.31835250143
1554,105925.73217287468
1555,176782.43692172784
1556,70359.70944820112
1557,75040.55655584704
1558,86115.67966049658
1559,33057.055332840435
1560,138526.26279380076
1561,147220.93152105686
1562,125366.93724681048
1563,114627.716884576
1564,132356.18823219906
1565,128729.67586032263
1566,212743.31081710156
1567,80284.70556447816
1568,240642.03550686978
1569,120257.46744434552
1570,125675.50078603491
1571,124191.0096835589
1572,157941.39799968997
1573,236008.57286215457
1574,104314.23400093075
1575,163710.87428160125
1576,229176.44021847905
1577,173390.97642040433
1578,148472.86725948917
1579,139596.8829991407
1580,179125.78508371886
1581,136732.0293101008
1582,114384.63455309572
1583,303816.7757980015
1584,216500.3644437437
1585,132778.44713475613
1586,71614.35622410364
1587,109068.19741329589
1588,139259.70288387092
1589,97749.95002045263
1590,119381.14410763026
1591,98709.46473408159
1592,120084.79004339346
1593,115760.9774908637
1594,137177.98959998298
1595,94162.33879087908
1596,202032.42860881178
1597,188684.7049317364
1598,227413.65506332312
1599,164895.9669264952
1600,165170.97783108224
1601,59277.712470495666
1602,104438.89744975751
1603,64799.51099593105
1604,214837.4327230735
1605,216314.3973203162
1606,168359.74350540058
1607,180127.95750272705
1608,188250.6562809978
1609,167134.11272290486
1610,146778.79643195766
1611,151728.4605157587
1612,190826.8032774557
1613,156146.68576154375
1614,111599.0836417581
1615,97427.43098228151
1616,68302.80746724998
1617,86823.30370398209
1618,125491.16425540597
1619,149841.19933159708
1620,120359.99364839571
1621,128571.15815290615
1622,122010.16741781801
1623,210997.99483421713
1624,204400.82004781548
1625,102302.68502397985
1626,162885.73437175603
1627,186602.38685361363
1628,261428.83453669553
1629,192455.03232899163
1630,412281.8092856425
1631,219211.44199586747
1632,276185.63728042634
1633,164118.95688204732
1634,182164.60362348132
1635,148776.18489702223
1636,150181.6939776014
1637,227801.9249592325
1638,190346.82328878785
1639,212083.21525441713
1640,268165.7824508464
1641,203678.8999541279
1642,220231.29023123338
1643,245465.2669564756
1644,186904.26592388868
1645,197648.83646282303
1646,141787.28288441835
1647,141043.7434980178
1648,131299.39545210212
1649,132778.14384370513
1650,107340.13413752613
1651,104878.89073415363
1652,87408.33793115977
1653,102376.26391851969
1654,145923.68261668272
1655,91530.70399145647
1656,138709.3329399584
1657,149953.6355795135
1658,146901.88611706658
1659,99682.52891069485
1660,153177.33973331432
1661,427413.2899125162
1662,337064.22318152856
1663,366194.7182718429
1664,567468.9457878335
1665,276818.99426580104
1666,271293.6483914425
1667,387871.92869537004
1668,331078.41803319973
1669,254934.51117810135
1670,331236.6010445852
1671,274212.1657422977
1672,432348.5826740849
1673,286403.56161418895
1674,224334.4910897648
1675,207169.90502156338
1676,186166.04611125513
1677,222923.900634796
1678,499185.96134828485
1679,414884.1970369952
1680,334102.07779428014
1681,214111.09855568947
1682,318619.51039754355
1683,198239.24284762316
1684,158415.80586437354
1685,162623.1090022917
1686,157464.29445596357
1687,167173.27250130966
1688,176410.57059572815
1689,172470.0520186521
1690,168624.280170739
1691,161708.65955370697
1692,220352.22054748537
1693,166634.73792400528
1694,163861.87416041724
1695,168938.13078076296
1696,305942.5906373778
1697,180623.58697110217
1698,343988.3610270238
1699,296407.6257942279
1700,231364.36622283276
1701,255241.84307655253
1702,224538.74363539292
1703,216102.0517198892
1704,257515.23349654765
1705,202722.73520165205
1706,353709.4447179867
1707,204808.8487860255
1708,194635.9177772455
1709,235753.92511741488
1710,211349.56261940344
1711,240516.12679732917
1712,238873.366676491
1713,268747.99973418046
1714,202387.3759451783
1715,199230.6295115757
1716,194414.2259315047
1717,153625.73340882332
1718,125156.7573672969
1719,198043.56988409316
1720,210536.6860093137
1721,145326.33518645482
1722,113505.2606281393
1723,136265.65762276915
1724,189522.07108574806
1725,226753.8911981995
1726,173735.2692432208
1727,169325.4812923962
1728,123578.34260917167
1729,154225.70432478422
1730,146584.88016760015
1731,108848.68101127364
1732,124966.22128564345
1733,105783.42237057794
1734,119738.35465106693
1735,102022.60309564156
1736,112337.77653558484
1737,256058.08457485912
1738,212471.1239260114
